motret,memotret
temen2,teman teman
lapakk,lapak
nyeniii,seni
bget,banget
seeh,sih
abis,habis
deuhh,duh
b2an,berduaan
dihargain,dihargai
tahun2,tahun tahun
lebayy,lebay
gilsss,gila
nganbek,marah
sukaa,suka
enk,enak
mendam,memendam
manta,mantan
relaaaa,rela
bgun,bangun
tdur,tidur
cntk,cantik
knl,kenal
anugrah,anugerah
slm,salam
kliatan,kelihatan
awoohhh,allah
cantiikk,cantik
gt,begitu
sbbyak,sebanyak
apun,apapun
nyangkutnya,menyangkutnya
untk,untuk
ampunnnnn,ampun
hy,hai
wadaaw,waduh
paraah,parah
sampw,sampai
dijelekin,dijelekkan
napa,kenapa
azeeeek,asyik
ntikk,cantik
uhh,uh
mayan,lumayan
mnisss,manis
tambahim,tambahkan
tambahin,tambahkan
make,memakai
canttikkk,cantik
baanggeettt,banget
ap,apa
siiihh,sih
krpoooo,kepo
pengn,ingin
nyusul,menyusul
nyok,ayo
dekkk,dik
da,ada
ngiri,mengiri
mmang,memang
nentuin,menentukan
mnjmput,menjemput
ygs,sayang
dahh,sudah
mblooo,jomlo
ber'expresi,berekspresi
jdulnya,judulnya
ciumman,ciuman
aurot,aurat
laginy,laginya
nyaaaaaaaaaaaaa,nya
alkhamdulilah,alhamdulillah
ktnya,katanya
selaluu,selalu
anjirrr,astaga
ngeh,menyadari
amen,amin
qm,kamu
nahhh,nah
ngmngnya,bicaranya
sampai2,sampai sampai
hal2,hal hal
komunitas2,komunitas komunitas
fotony,fotonya
halllo,halo
ngiritya,mengiritnya
hematt,hemat
ciyeeee,cie
yeeee,ya
nget,banget
kususnya,khususnya
krm,kirim
sam,sama
ajaaahhhhh,saja
syediiihhh,sedih
malangg,malang
belooomm,belum
yaakk,ya
kebukti,terbukti
anak2e,anak anaknya
tuwanya,tuanya
comen2nya,komentar komentarnya
pedesssss,pedas
jelas2,jelas jelas
skg,sekarang
nyebut2,menyebut nyebut
plg,pulang
smbil,sambil
hellooooooo,halo
ngrebut,merebut
mnjdi,menjadi
taek,tahi
lupain,melupakan
bangkret,bangkrut
taekk,tahi
lahhhhhh,lah
kedokk,kedok
nyimak,menyimak
komenx,komentarnya
serem2,seram-seram
blim,belum
sekrang,sekarang
ngerebut,merebut
mnjijikaaaaaan,menjijikkan
astgfrlh,astagfirullah
sahabatt,sahabat
gnyngka,tidak menyangka
sendirir,sendiri
brengsekk,brengsek
ngomentnya,mengomentarinya
nusuk,menusuk
skr,sekarang
dpotong,dipotong
helo,halo
kmrin,kemarin
ngmgin,bicarakan
bilangg,bilang
gkhianati,mengkhianati
kpd,kepada
hr,hari
sp,siapa
pljaran,pelajaran
spy,supaya
mngikuti,mengikuti
klkuan,kelakuan
dibikin2,dibikin-bikin
gimana,bagaimana
nnt,nanti
cew,perempuan
cow,laki laki
kasiannn,kasihan
syekaliii,sekali
hgga,hingga
cieeeee,cie
sholihah,salihah
adeuh,aduh
halahh,alah
luu,kamu
yuuks,ayo
yoo,ayo
ginian,beginian
judulnyaa,judulnya
ayoookkkkkk,ayo
artix,artinya
cewe,perempuan
cowo,laki laki
lt,lantai
cwe,perempuan
serem,seram
kepoin,kepokan
keluarin,mengeluarkan
gajelas,tidak jelas
mbak2,kakak kakak
pedes,pedas
komentnya,komentarnya
omongin,bicarakan
ngalirrrrr,mengalir
idup,hidup
nmbah,bertambah
terossss,terus
ngehujat,menghujat
dosaa,dosa
ngebela,membela
seindonesiyah,seindonesia
seh,sih
senyumin,senyumi
mh,mah
ngalir,mengalir
ngrusak,merusak
px,punya
kslhn,kesalahan
skrngnya,sekarangnya
emang,memang
kalik,kali
bilangin,bilang
nyambungin,menyambung
sllu,selalu
scra,secara
nggali,menggali
cmpur,campur
dgr,dengar
kurng,kurang
nangiiiiis,menangis
nangiiis,menangis
ngomentarin,mengomentari
idupnya,hidupnya
ortunya,orang tuanya
woey,hai
bloghhh,bodoh
ngomongin,membicarakan
doank,saja
dikata2in,dikata-katai
ngehina,menghina
gmna,bagaimana
kebanggan,kebanggaan
dah,sudah
jngn,jangan
mnjawab,menjawab
woooiiiiiiii,hai
dosaaaaaaaaaa,dosa
ingt,ingat
karmaaa,karma
woooiiiii,hai
ngkkkkkk,terbahak bahak
makny,maknya
wdooohhh,waduh
kasihn,kasihan
lhirr,lahir
hujatann,hujatan
palgi,apalagi
wihhh,wih
kakakkk,kakak
bagusss,bagus
jt,juta
ngets,banget
stp,setiap
penbelian,pembelian
cuaantik,cantik
sukakkk,suka
m,sama
cucokkk,cocok
lyt,lihat
expresi,ekspresi
natap,menatap
ccok,cocok
helloo,halo
dripada,daripada
difotoin,difoto
psangan,pasangan
ngiriii,iri
coxok,cocok
buatin,buatkan
nihhh,nih
statusx,statusnya
cem,macam
yee,ya
sunggu,sungguh
lagiii,lagi
ammiiin,amin
haddeh,aduh
maaasss,abang
segerrrr,segar
kemn,ke mana
suipit,sipit
sipiit,sipit
kedengeran,kedengaran
semangaatt,semangat
promil,program hamil
lancr,lancar
keputihn,keputihan
gratisss,gratis
kebayang,terbayang
bz,bisa
amiinn,amin
ammin,amin
mendapatkn,mendapatkan
lucuuuk,lucu
amaattt,amat
aje,saja
yaoloh,yaallah
ngerayain,merayakan
sotoy,sok tahu
yok,ayo
buatin,membuat
d.bikinin,dibikin
mmz,abang
bikinin,bikin
bapeeeer,bawa perasaan
bikinin,membikin
keliatannya,kelihatannya
siih,sih
diginiin,dibeginikan
hadeehh,aduh
pu,punya
suamiiiii,suami
krenn,keren
kebykan,kebanyakan
tingal,tinggal
pernikahn,pernikahan
ngtain,mengatai
macem,macam
bagusnyeee,bagusnya
kemaren,kemarin
hmpir,hampir
liatnyaaa,lihatnya
waw,wow
mbuh,embuh
bsk,besok
waaa,wah
berbiiiiiihhh,barbie
canteek,cantik
teru,terus
nyatok,mencatok
nyampenya,sampainya
goncengin,boncengkan
kasi,kasih
dianterin,diantar
gebleg,bodoh
dianterin,diantarkan
bosen,bosan
anterin,antar
ngantar,mengantar
nganterin,mengantarkan
mz,abang
nerima,menerima
yeuh,ya
kmn,ke mana
anterin,antarkan
dianter,diantar
disupirin,disopiri
jidad,jidat
ciee,cie
novembr,november
hri,hari
bedain,membedakan
genduut,gendut
ehhh,eh
bertatto,bertato
brrt,berarti
kana,kanan
dtg,datang
doong,dong
sblah,sebelah
tauuu,tahu
tengaj,tengah
ps,pas
gmpg,gampang
engk,tidak
apal,hapal
dak,indak
rupa2nya,rupa rupanya
kembaq,kembar
tngh,tengah
mknya,makanya
prmpuan,perempuan
ketuker,tertukar
drimnanya,dari mananya
cntikan,lebih cantik
edaaaan,edan
syp,siapa
bcnda,bercanda
uhhh,uh
bazengg,bajingan
haiii,hai
bosaan,bosan
gitu2,begitu begitu
kmana2,ke mana mana
hrsnya,harusnya
sdg,sedang
komentar2,komentar komentar
kenyataan2,kenyataan kenyataan
silahkan,silakan
lwt,lewat
sukur2,syukur syukur
baek2,baik baik
cma,cuma
berbeda2,berbeda beda
dibkatakan,dikatakan
doonk,dong
pengikuy,pengikut
ngmngin,bicarakan
sblmnya,sebelumnya
maksd,maksud
adkah,adakah
menbelah,membelah
ayuk,ayo
mngira,mengira
bertolernsi,bertoleransi
slahkan,salahkan
tolernsi,toleransi
sbnarnya,sebenarnya
ingi,ingin
oalaaaa,walah
menjelekan,menjelekkan
hadeuuh,aduh
dikemanain,dibawa ke mana
aneh2,aneh aneh
bpknya,bapaknya
baca2,baca baca
jwb,jawab
komen2,komentar komentar
sebelum2nya,sebelum sebelumnya
sbagai,sebagai
sedihh,sedih
kangennnn,kangen
gndakan,gandakan
kangeeeeeeeenya,kangen
gaa,tidak
ganti'kn,menggantikan
tnang,tenang
amiiiiiiiiiiiiiiiiin,amin
kgeeeen,kangen
kangeenn,kangen
bangeeeet,banget
bsok,besok
hbis,habis
mti,mati
bngetttt,banget
kangeen,kangen
bgect,banget
dssi,disisi
kngenn,kangen
kangeeeeennn,kangen
lagii,lagi
dasyat,dahsyat
aer,air
bgni,begini
skalii,sekali
gg,tidak
dtinggl,ditinggal
terbaiiikkkkk,terbaik
murahhh,murah
pecahhg,pecah
kakakgh,kakak
terbaeeeek,terbaik
prempuan,perempuan
manteep,mantap
nggeh,menyadari
indonesiaaa,indonesia
inia,ini
maluu,malu
cobaaaa,coba
dehhh,deh
cepetan,cepatlah
ntapsss,mantap
kamiiii,kami
smangat,semangat
qmu,kamu
sdkit2,sedikit sedikit
tntg,tentang
penyakitny,penyakitnya
ngajarin,mengajari
laenny,lainnya
amiinnn,amin
scpatny,secepatnya
sampein,sampaikan
tuany,tuanya
doa2,doa-doa
pjg,panjang
adeeek,adik
bca,baca
netes,menetes
mataq,mataku
byangin,membayangkan
trjadi,terjadi
dposisi,di posisi
tanda2nya,tanda tandanya
dijwb,dijawab
tmn2nya,teman temannya
sayy,sayang
salaam,salam
ngajar,mengajar
fto2,foto foto
laen,lain
dallam,dalam
tentanh,tentang
nangiss,menangis
nnton,menonton
kejadianny,kejadiannya
klg,keluarga
sayaang,sayang
msg2,masing masing
pgnnya,inginnya
meluk,memeluk
siiihhh,sih
mupeng,muka ingin
caya,percaya
aduhhhhhhhhh,aduh
buseett,buset
mblo,jomlo
lucuuu,lucu
gagahx,gagahnya
miriiiip,mirip
kaliiii,kali
niru,meniru
bpkmu,bapakmu
sangt,sangat
baang,bang
gasih,tidak sih
yuu,ayo
yuuu,ayo
samaa,sama
ngademin,mengademkan
aahh,ah
makasi,terima kasih
looo,loh
keluarin,keluarkan
yokk,ayo
gils,gila
ono,ada
weeeh,wih
bagiin,membagikan
suksea,sukses
temenan,berteman
sehh,sih
deket,dekat
dekt,dekat
genggg,geng
yawloh,ya allah
bhnya,bahannya
loo,loh
samaaaa,sama
abanggku,abangku
sayanggg,sayang
dsni,di sini
ciieeeeeee,cie
pdhal,padahal
takuttt,takut
yuks,ayo
pnjual,penjual
yh,ya
dung,dong
latian,latihan
aaaaaaakkk,ah
mauuuu,mau
soga,moga
tteh,teteh
sintron,sinetron
astagaa,astaga
ancurrr,hancur
iaa,ya
dblkang,di belakang
yayang,sayang
gokillllll,gila
aplks,aplikasi
ska,suka
ktawa,ketawa
baguuus,bagus
kaaan,kan
ngepoin,ingin tahu
uuhh,uh
beut,banget
njirrr,astaga
pengeeenn,ingin
dongggg,dong
hatii,hati
besook,besok
mauu,mau
gtuu,begitu
njayyy,astaga
maacih,terima kasih
tokayyy,tahi
to,tetapi
mksdku,maksudku
gituin,begitukan
lgsung,langsung
cba,coba
nh,nih
giniin,beginikan
ksini,kesini
kubarikan,kuberikan
ayank,sayang
anyeng,anjing
yankkk,sayang
cukurrr,cukur
gilaaaaaa,gila
yhaaa,ya
qaqaaaa,kakak
sayangkuuuuu,sayangku
kakakuuu,kakakku
banx,bang
edannn,edan
bape,bawa perasaan
ngelahirin,melahirkan
paksain,memaksa
biasaa,biasa
hub,hubungi
hubunggi,hubungi
loooh,loh
telimakacih,terima kasih
nerawang,menerawang
cantiiiik,cantik
didapet,didapat
tanya2,tanya-tanya
pede,percaya diri
kuningggg,kuning
nyolot,menyolot
kakk,kakak
elahh,alah
pnting,penting
bela2in,rela
marah2an,marah-marahan
wlaupun,walaupun
syantiiiiikkkkkkkkkkkk,cantik
agma,agama
hijabb,hijab
kerrennn,keren
ngetik,mengetik
ntah,entah
pan,kapan
mateeeek,mati
geetoo,begitu
sewain,menyewa
kokkk,kok
muluuu,melulu
yaaang,yang
iyaa,ya
gituu,begitu
yappp,ya
uwahhhhh,wah
bnr2,benar-benar
psgn,pasangan
ujg,ujung
rmbut,rambut
smp,sampai
kki,kaki
hayukk,ayo
ntab,mantap
atuhhh,atuh
yukss,ayo
lihaatttt,lihat
niiiihh,nih
liattt,lihat
cuyyy,kawan
gapernah,tidak pernah
liatiii,lihat
jombsss,jomlo
emesshhh,gemas
gemeessss,gemas
poollll,sekali
gemesyak,gemas ya
bngttt,banget
ngegmesin,menggemaskan
hndak,hendak
hndk,hendak
iiih,ih
lutunaa,lucunya
abiz,habis
gemes,gemas
ngareppppp,mengharap
aamiinin,amin
imuutt,imut
abizzz,habis
tay,tahi
toketnya,teteknya
tumpe2,tumpah tumpah
lenje,lenjeh
tuuuuh,tuh
cantinya,cantiknya
macam2,macam macam
ngatain,mengatai
mbaknyaahh,kakaknya
pyudara,payudara
ditutupin,ditutupi
bgitu,begitu
ngomongnya,bicaranya
sich,sih
cantiik2,cantik cantik
hati.a,hatinya
mk.a,makanya
mlt.a,mulutnya
nyerocooooos,mencerocos
kyk.a,sepertinya
sklh,sekolah
pljrn,pelajaran
srng,sering
ngilang,menghilang
dikatain,dikatai
maluuu,malu
ngalahin,mengalahkan
brisi,berisi
pkoknya,pokoknya
canti,cantik
astagfirullh,astagfirullah
nutupin,menutupi
hub,menghubungi
ori,orisinal
kakakaaaaaaaaaaaaaa,kakak
cantikkkkkkkk,cantik
batwc,banget
kamyuhhh,kamu
dbwh,dibawah
bukti2,bukti-bukti
senenggg,senang
mao,mau
murhan,murahan
prwtn,perawatan
wjh,wajah
bgettt,banget
mereka2,mereka mereka
pakke,pakai
dipake,dipakai
ktergantungan,ketergantungan
prwatn,perawatan
ngebuktiin,membuktikan
hslnya,hasilnya
awal2,awal-awal
setabil,stabil
maksih,terima kasih
gratiss,gratis
bbrpa,beberapa
ajaibb,ajaib
pokonya,pokoknya
setujuuu,setuju
digituin,dibegitukan
sekolahin,sekolahkan
ajarin,ajarkan
sendirii,sendiri
mrnghadapi,menghadapi
apalg,apalagi
naka,nakal
sdkt,sedikit
besar2in,besar besarkan
bgmana,bagaimana
s*inetr*n,sinetron
mrusak,merusak
mndpt,mendapat
skt,sakit
sebnyak,sebanyak
terburu2,terburu buru
baik2,baik baik
nanya,bertanya
ngumpat2,mengumpat
nantangin,menantang
ngegampar,menggampar
ngelaporin,melaporkan
salahin,salahkan
gabisa,tidak bisa
konsekwensi,konsekuensi
muliany,mulianya
mungki,mungkin
lngsung,langsung
tsb,tersebut
t4,tempat
bacahalah,bacalah
dikerasin,dikerasi
gkkan,tidak akan
ngulangin,mengulangi
bedaa,beda
pnyaa,punya
bol3h,boleh
ngadu,mengadu
ketauan,ketahuan
dimarahin,dimarahi
nyelesain,menyelesaikan
troma,trauma
kerasin,kerasi
kamu2,kamu kamu
cewer,jewer
bilanh,bilang
jwban,jawaban
nuduh,menuduh
ngatur,mengatur
rajin2,rajin rajin
bacaaaa,baca
kekk,sepertinya
jungkiir,jungkir
gunaa,guna
bales2in,balas membalas
orangg,orang
tauuuu,tahu
byak,banyak
kepad,kepada
bantuanny,bantuannya
ttinggi,tinggi
perna,pernah
grgr,gara gara
jari2,jari jari
pukulin,pukuli
bengkak2,bengkak bengkak
komentarin,komentari
bijak2,bijak-bijak
lama2,lama-lama
menurur,menurut
tipe2,tipe-tipe
diliat,dilihat
liatlah,lihatlah
teguran2,teguran-teguran
gr2,gara-gara
gamau,tidak mau
skolah,sekolah
pdahal,padahal
klas,kelas
tkut,takut
grunya,gurunya
pndah,pindah
liat2,lihat lihat
masukin,memasukkan
dilindungin,dilindungi
kasiaannn,kasihan
miring2,miring-miring
tinggalin,tinggalkan
kaitannha,kaitannya
sud,sudah
pinter,pintar
rana,ranah
thdp,terhadap
scr,secara
bhkn,bahkan
justeru,justru
ngatai,mengatai
kln,kalian
sukak,suka
termuraaahhhh,termurah
brkunjun,berkunjung
suarranya,suaranya
iu,itu
bgussss,bagus
kmaren,kemarin
ambilin,mengambil
biasaaaa,biasa
luuuaar,luar
redho,ridho
rezki,rezeki
kepd,kepada
luaarrr,luar
biasaaa,biasa
jadilh,jadilah
bnr,benar
terhaaru,terharu
orrunya,orang tuanya
flm,film
kalok,kalau
adek2,adik adik
loncatt,loncat
hampasss,hempas
tehh,teh
bunga2,bunga bunga
apaaan,apa
ampuuunn,ampun
daaah,sudah
bangetttttt,banget
ituh,itu
cantiiikk,cantik
suaranyaaaaaa,suaranya
idoolaaa,idola
pulaa,pula
penyanyi2,penyanyi-penyanyi
wiih,wih
apaa,apa
miriip,mirip
allaahh,allah
ajahhh,saja
trims,terima kasih
dehat,sehat
salammmm,salam
hari2,hari-hari
sihat,sehat
buruann,buruan
rekomendain,rekomendasikan
trussss,terus
bangt,banget
cepet,cepat
pesen,pesan
boong,bohong
prawatan,perawatan
mkin,makin
dimao,dimau
dijadiin,dijadikan
silahkn,silakan
kasiatnya,khasiatnya
suksess,sukses
prodak,produk
trasa,terasa
minpi,mimpi
bner2,benar-benar
mutihin,memutihkan
smster,semester
kmren,kemarin
ucull,lucu
udehh,sudah
syngnya,sayangnya
dipermainin,dipermainkan
kocakkk,kocak
dasarrr,dasar
waaaaw,wow
cannnnntikkkkkkk,cantik
mukax,mukanya
cantikx,cantiknya
fatanik,fanatik
protestin,protestan
kakau,kalau
marh,marah
emngnya,memangnya
cantiknyaa,cantiknya
darpada,daripada
cooooooocok,cocok
pkk,pakai
sling,saling
agama'ny,agamanya
bilng,bilang
prcy,percaya
lurusin,meluruskan
biri,biru
luco,lucu
ultha,ultah
batikk,batik
arab2,arab arab
luchu,lucu
baguss,bagus
sedihhh,sedih
syang,sayang
ngasi,memberi
naaaak,nak
astafirullah,astagfirullah
peragain,peragakan
shayyy,say
anjaayy,astaga
shay,say
ngilerrrr,mengiler
woyyy,hai
shaaaay,say
hempaass,hempas
sayyy,say
shayy,say
syantiek,cantik
njay,astaga
hehh,eh
cantik2,cantik cantik
kam,kamu
ingeet,ingat
sblh,sebelah
nawarin,menawari
amiiiiin,amin
jauhhh,jauh
waaahhh,wah
ajakin,mengajak
mntn,mantan
luhhh,kamu
yooookkk,ayo
jrnk,jarang
kayax,sepertinya
dblkng,di belakang
anjirr,astaga
mirippp,mirip
sangattt,sangat
iyap,ya
mayann,lumayan
autuhh,tahu tuh
atutt,takut
ketara,tertara
giniii,begini
mbaaass,kakak
bund,bunda
bangeeettt,banget
almh,almarhumah
temenkuuh,temanku
suami'y,suaminya
bngeeeetttt,banget
entr,nanti
kyax,seperti
cuantikkk,cantik
mksdnya,maksudnya
namain,namai
kaaaaaaaaaakkkkkkkkkkk,kak
kucing'y,kucingnya
nama'in,namai
panggilan'ya,panggilannya
panggilan'y,panggilannya
z,saja
kalw,kalau
tips2,tips-tips
alu,saya
ngerrrriiii,ngeri
ngriii,mengiri
amatt,amat
smpai,sampai
paksain,memaksakan
kox,kok
th,teh
tmbah,tambah
cntikk,cantik
pkee,pakai
smkin,semakin
amiiiiinnn,amin
bgmna,bagaimana
ssorg,seseorang
hdpn,hadapan
foto2,foto foto
mnambh,menambah
ktaatan,ketaatan
stju,setuju
cantikkkkkk,cantik
dilepas2,dilepas lepas
tehhh,teh
istiqomahhh,istikamah
tehhhh,teh
prodaknya,produknya
imutt,imut
amu,kamu
nahh,nah
mauuuuuuu,mau
jilbb,jilbab
tmn,teman
ndut,gendut
ngecek,mengecek
psti,pasti
penasarn,penasaran
cuyy,kawan
astauviruloh,astagfirullah
paaak,pak
diajarin,diajari
gawl,gaul
kecr,keren
iih,ih
laaaah,lah
aned,banget
gingsungny,gingsulnya
blh,boleh
cariin,carikan
kenceng,kencang
cuanti,cantik
mbanya,kakaknya
lh,boleh
knlan,kenalan
mbaakk,kakak
mrka,mereka
nyusahhin,menyusahkan
byaran,bayaran
wlawpun,walaupun
sedangkn,sedangkan
tnpa,tanpa
bnggain,banggakan
omongin,omongkan
nyusahin,menyusahkan
malu2in,memalukan
dibanggain,dibanggakan
wlau,walau
komenan,komentar
krya,karya
tinggall,tinggal
dmna,di mana
dripda,daripada
bangga2in,membanggakan
dibnggain,dibanggakan
karya2,karya karya
drimana,dari mana
ngepake',memakai
gksalah,tidak salah
nuntut,menuntut
ngebiarin,membiarkan
bhas,bahas
lagu'y,lagunya
jadiin,jadikan
diem,diam
nyampah,menyampah
bukan'a,bukannya
tappi,tetapi
kalli,kali
pacara,pacaran
lluu,kamu
mbaa,kakak
ngerussak,merusak
bellain,membela
kallo,kalau
coment,komen
dewassa,dewasa
comnet,komen
kaya'a,kayanya
kuyyy,ayo
kitaa,kita
sgtu'y,sebegitunya
ngebelain,membela
tpii,tetapi
do,di
cali,caci
penghrgaan,penghargaan
ajjh,saja
lbihh,lebih
baikk,baik
drii,dari
komentarin,mengomentari
sendirinnya,sendirinya
stidaknya,setidaknya
may,mau
trbaikk,terbaik
punn,pun
mengikutii,mengikuti
atassan,atasan
klauu,kalau
jngnn,jangan
sendirinyya,sendirinya
frestasiii,prestasi
mst,mesti
add,ada
see,sih
sibukx,sibuknya
in,ini
katanyaa,katanya
lawaaaas,lawas
kocaaaak,kocak
syng,sayang
adenya,adiknya
pkoknyaa,pokoknya
dsana,disana
dua2nya,dua-duanya
sichhhhhhhhhh,sih
nampak,menampak
tetehh,teteh
nambah,menambah
kepoin,kepoi
wooowww,wow
cobain,coba
muga,semoga
kenalin,mengenalkan
janka,jangka
wawwwww,wow
waaaww,wow
waaawwww,wow
mantapp,mantap
cobaaa,coba
kageet,kaget
bangettttttt,banget
oplas,operasi plastik
nambahh,bertambah
paripurnahh,paripurna
wanitah,wanita
indonesiaah,indonesia
cumn,cuman
gegra,gara gara
brita,berita
fotbar,foto bersama
wajarrr,wajar
sngt,sangat
wk,waktu
bingiittt,banget
nampar,menampar
tukan,tukang
jatoh,jatuh
cantik2nya,cantik cantiknya
sdgkn,sedangkan
mancungin,memancungkan
idung,hidung
kusem,kusam
drpada,daripada
kmar,kamar
diemm,diam
tnggu,tunggu
ketawain,mentertawakan
lohh,lo
yaelahhh,alah
bales,balas
ampuun,ampun
ngejatuhin,menjatuhkan
ngelakuin,melakukan
gedeg,marah
muka2,muka muka
eey,eh
kslahan,kesalahan
ngata2in,mengata ngatai
perhatiam,perhatian
dibiarin,dibiarkan
sbnrny,sebenarnya
trjd,terjadi
mkir,memikir
hny,hanya
apalai,apalagi
bkal,bakal
saat2,saat saat
nyadar,menyadari
nyadar,sadar
bka,buka
berani2,berani berani
lucuuuuu,lucu
pipi'y,pipinya
gemmeeezzz,gemas
sukam,suka
menghilangkn,menghilangkan
mnjdkan,menjadikan
mudah2n,mudah mudahan
stlh,setelah
soalx,soalnya
keche,keren
badaii,badai
btuh,butuh
ktanya,katanya
bebrp,beberapa
sblum,sebelum
santab,santap
salehah,salihah
mikirin,memikirkan
subhannallah,subhanallah
konsul,konsultasi
pengalam,pengalaman
poko,pokok
trun,turun
kuninggg,kuning
pinkkkk,pink
warnany,warnanya
seger,segar
senangat,semangat
msknya,masaknya
kerennnn,keren
ciptain,ciptakan
bagussss,bagus
sayangkuh,sayangku
gans,tampan
kren,keren
babget,banget
dihh,dih
jadu,jadi
ksyngn,kesayangan
haru,harus
ngingetin,mengingatkan
narik,menarik
gokilll,gila
astagaaaa,astaga
hancuuuuuy,hancur
mattihhh,mati
beudd,banget
termiribkan,termiripkan
u,kamu
dngerin,mendengarkan
brrti,berarti
wenakk,enak
nganteng,tampan
abanggg,abang
seksii,seksi
gtuh,begitu
jadii,jadi
emeezzz,gemas
amohhh,kamu
maau,mau
eyke,saya
gilakkkkk,gila
awk,awak
duhhhhh,duh
wowww,wow
liaatt,lihat
iniiiii,ini
aloh,allah
ngettt,banget
maso,masa
brubah,berubah
pelastik,plastik
keak,seperti
dengerin,dengarkan
beud,banget
pahamin,pahami
takuuuuut,takut
ahahahanjirrr,astaga
jogetin,berjoget
shaay,sayang
boker,berak
pacarnyaa,pacarnya
siapaa,siapa
matii,mati
ketawaa,ketawa
wanjiir,astaga
bw,bawa
minta,meminta
bnran,benaran
sgla,segala
uitnya,uangnya
beliiin,belikan
yaaah,ya
sekaeang,sekarang
tgk,tengok
tanyain,tanyakan
jatuhnyaa,jatuhnya
banyakin,memperbanyak
tipu2nya,tipu tipunya
doaang,saja
gituan,begitu
kaj,kak
wahhhhhh,wah
iiiiiiiii,ih
kaliiiiiii,kali
melebihin,melebihi
gakpapa,tidak apa apa
kalogak,kalau tidak
sm2,sama sama
ndukung,mendukung
kaaaaa,kak
aamiinnn,amin
skluarga,sekeluarga
suaminga,suaminya
berhijap,berhijab
smgaa,semoga
istiqamah,istikamah
cuaaantikk,cantik
muraaaaah,murah
baraang,barang
aamiiin,amin
bets,banget
alhamdulillaaaaah,alhamdulillah
sembuhin,menyembuhkan
pengrusak,perusak
ngoceh,mengoceh
aduhhh,aduh
hpus,hapus
pjang,pajang
bdampingan,berdampingan
kaga,tidak
uih,uh
bgtuu,begitu
mff,maaf
ktwa,ketawa
trlalu,terlalu
jjur,jujur
ngmg,bicara
semogaa,semoga
kepelesett,terpeleset
geeelaakk,gila
bolang,bocah petualang
pkek,pakai
lagihh,lagi
hedeuuhh,aduh
stress,stres
saltummmm,salah kostum
mboizzz,bang
suda,sudah
kayaq,seperti
ema,emak
dirumahny,di rumahnya
yuh,tuh
rmbt,rambut
apus,hapus
siapayahh,siapa ya
kostom,kostum
loo,lo
gnii,begini
atuu,satu
pipinyaaa,pipinya
bungkuuuuuuuuusss,bungkus
iiiihhhhhj,ih
emeessss,gemas
pipine,pipinya
glembeeeer,gelambir
lucunaaa,lucunya
cubanget,lucu sekali
pengenn,ingin
unyuuk,unyu
dedek,adik
lucunyah,lucunya
mantaaap,mantap
keduaa,kedua
trsrh,terserah
ksih,kasih
seterong,kuat
teyuss,terus
dimasukin,dimasukkan
jelekin,menjelekkan
jahatin,menjahati
masukin,memasuki
tai,tahi
gtw,tidak tahu
qo,kok
nulis,menulis
nyebutin,menyebutkan
ngertiin,mengerti
rasaiin,rasakan
gakusah,tidak usah
disni,disini
sabarrr,sabar
semangaatttt,semangat
nyalahin,menyalahkan
bedainnya,membedakannya
keknya,sepertinya
krus,kurus
elaaaahhhh,alah
cogan,laki laki tampan
tap8,tetapi
pandanginya,memandanginya
kenaliiin,kenalkan
banyak2,banyak-banyak
yo,ya
suko,suka
niih,nih
sihhhh,sih
segtu,sebegitu
ngebenci,membenci
bakar2in,bakar-bakari
padhe,pakde
yya,ya
atw,atau
dosa2mu,dosa dosamu
maafin,memaafkan
gile,gila
ujung2,ujung ujung
dalem2,dalam dalam
kgak,tidak
bahas2,bahas bahas
ud,sudah
woles,selow
hianatin,khianati
halangin,halangi
iyuh,ih
iyuuuhhhh,ih
gaje,tidak jelas
gabakal,tidak akan
adapin,menghadapi
ngehakimi,menghakimi
ngejuangin,memperjuangkan
dipojokin,dipojokkan
bacotin,membualkan
berati,berarti
kebangetak,kebangetan
tangkep,tangkap
bt,buat
sadis2,sadis-sadis
maksir,menaksir
hebatt,hebat
pndang,pandang
pmbelajaran,pembelajaran
ngejelek,menjelekkan
maslah,masalah
mmperbaiki,memperbaiki
nahan,menahan
kafeh,kafe
remang2,remang-remang
mlh,malah
tinggl,tinggal
dirmh,dirumah
iyuuhhh,ih
ktika,ketika
dipuja2,dipuja puja
ngrasain,merasakan
ityl,itil
hbs,habis
marah2,marah marah
wenak,enak
ngarang,mengarang
kelas'a,kelasnya
hadeeehhh,aduh
gmanapun,bagaimanapun
kr,kira
nenek2,nenek nenek
taux,tahunya
urat2nya,urat uratnya
ketarik,tertarik
ngorbanin,mengorbankan
eksprsi,ekspresi
gitulah,begitulah
mamas,abang
bandingin,bandingkan
tua2,tua tua
terus2an,terus terusan
waduhh,aduh
badingkan,membandingkan
ngurus,mengurus
lanjutin,lanjutkan
ributin,meributkan
brantem,berantem
belain,membela
lipetan,lipatan
bneraan,benaran
kageeet,kaget
sangaaattt,sangat
rmbuut,rambut
nt,nanti
walik,balik
oma2,oma-oma
kellen,kalian
nyerocos,menyerocos
ibuk2,ibu-ibu
ngomenin,mengomentari
iseng2,iseng-iseng
niyyyyhhhh,nih
sexi2,seksi-seksi
blik,balik
kenape,kenapa
ladenin,meladeni
skit,sakit
hat,hati
jilbabnye,jilbabnya
